Year,Economy,Economy Label,Category,Category Label,Productive Capacities Index,Productive Capacities Index Footnote,Productive Capacities Index Missing value
2000,203,Czechia,20,Energy,70.8052,,
2000,203,Czechia,70,Transport,49.1139,,
2000,203,Czechia,60,Information and Communication Technology (ICT),34.1334,,
2000,203,Czechia,40,Institutions,67.6273,,
2000,203,Czechia,80,Private sector,58.3789,,
2000,203,Czechia,10,Structural Change,81.2348,,
2000,208,Denmark,0,Overall index: Productive capacities index,65.0312,,
2000,208,Denmark,30,Human capital,68.6043,,
2000,208,Denmark,50,Natural capital,36.5694,,
2000,208,Denmark,20,Energy,75.4676,,
2000,208,Denmark,70,Transport,59.1859,,
2000,208,Denmark,60,Information and Communication Technology (ICT),49.8334,,
2000,208,Denmark,40,Institutions,96.5837,,
2000,208,Denmark,80,Private sector,72.5459,,
2000,208,Denmark,10,Structural Change,81.7504,,
2000,262,Djibouti,0,Overall index: Productive capacities index,32.0732,,
2000,262,Djibouti,30,Human capital,11.8997,,
2000,262,Djibouti,50,Natural capital,53.5595,,
2000,262,Djibouti,20,Energy,39.658,At least half of the indicators in the category have been imputed.,
2000,262,Djibouti,70,Transport,62.7444,At least half of the indicators in the category have been imputed.,
2000,262,Djibouti,60,Information and Communication Technology (ICT),9.054,,
2000,262,Djibouti,40,Institutions,39.2523,,
2000,262,Djibouti,80,Private sector,35.4702,At least half of the indicators in the category have been imputed.,
2000,262,Djibouti,10,Structural Change,56.0131,At least half of the indicators in the category have been imputed.,
2000,212,Dominica,0,Overall index: Productive capacities index,47.6694,,
2000,212,Dominica,30,Human capital,40.5461,,
2000,212,Dominica,50,Natural capital,26.0074,,
2000,212,Dominica,20,Energy,67.669,At least half of the indicators in the category have been imputed.,
2000,212,Dominica,70,Transport,88.9781,At least half of the indicators in the category have been imputed.,
2000,212,Dominica,60,Information and Communication Technology (ICT),26.7624,,
2000,212,Dominica,40,Institutions,74.9736,,
2000,212,Dominica,80,Private sector,50.1632,,
2000,212,Dominica,10,Structural Change,41.7236,,
2000,214,Dominican Republic,0,Overall index: Productive capacities index,33.3601,,
2000,214,Dominican Republic,30,Human capital,36.1543,,
2000,214,Dominican Republic,50,Natural capital,33.4394,,
2000,214,Dominican Republic,20,Energy,52.7384,,
2000,214,Dominican Republic,70,Transport,12.5109,At least half of the indicators in the category have been imputed.,
2000,214,Dominican Republic,60,Information and Communication Technology (ICT),18.8499,,
2000,214,Dominican Republic,40,Institutions,48.8499,,
2000,214,Dominican Republic,80,Private sector,35.4096,,
2000,214,Dominican Republic,10,Structural Change,58.978,,
2000,218,Ecuador,0,Overall index: Productive capacities index,35.7415,,
2000,218,Ecuador,30,Human capital,35.489,,
2000,218,Ecuador,50,Natural capital,39.2562,,
2000,218,Ecuador,20,Energy,47.8687,,
2000,218,Ecuador,70,Transport,33.7891,,
2000,218,Ecuador,60,Information and Communication Technology (ICT),16.3244,,
2000,218,Ecuador,40,Institutions,42.476,,
2000,218,Ecuador,80,Private sector,37.277,At least half of the indicators in the category have been imputed.,
2000,218,Ecuador,10,Structural Change,45.7221,,
2000,818,Egypt,0,Overall index: Productive capacities index,37.0024,,
2000,818,Egypt,30,Human capital,33.97,,
2000,818,Egypt,50,Natural capital,51.0779,,
2000,818,Egypt,20,Energy,56.1991,,
2000,818,Egypt,70,Transport,29.9048,,
2000,818,Egypt,60,Information and Communication Technology (ICT),12.5401,,
2000,818,Egypt,40,Institutions,48.564,,
2000,818,Egypt,80,Private sector,41.5212,,
2000,818,Egypt,10,Structural Change,47.6606,,
2000,222,El Salvador,0,Overall index: Productive capacities index,39.5822,,
2000,222,El Salvador,30,Human capital,37.7404,,
2000,222,El Salvador,50,Natural capital,38.0934,,
2000,222,El Salvador,20,Energy,45.4027,,
2000,222,El Salvador,70,Transport,44.1668,,
2000,222,El Salvador,60,Information and Communication Technology (ICT),18.1144,,
2000,222,El Salvador,40,Institutions,47.8963,,
2000,222,El Salvador,80,Private sector,46.8613,All indicators in the category have been imputed.,
2000,222,El Salvador,10,Structural Change,51.4071,,
2000,226,Equatorial Guinea,0,Overall index: Productive capacities index,24.3587,,
2000,226,Equatorial Guinea,30,Human capital,10.2924,,
2000,226,Equatorial Guinea,50,Natural capital,36.5735,,
2000,226,Equatorial Guinea,20,Energy,64.301,,
2000,226,Equatorial Guinea,70,Transport,28.0608,At least half of the indicators in the category have been imputed.,
2000,226,Equatorial Guinea,60,Information and Communication Technology (ICT),1.9593,,
2000,226,Equatorial Guinea,40,Institutions,29.0771,,
2000,226,Equatorial Guinea,80,Private sector,45.1515,At least half of the indicators in the category have been imputed.,
2000,226,Equatorial Guinea,10,Structural Change,70.9444,At least half of the indicators in the category have been imputed.,
2000,232,Eritrea,0,Overall index: Productive capacities index,23.3609,,
2000,232,Eritrea,30,Human capital,15.4794,,
2000,232,Eritrea,50,Natural capital,53.5071,,
2000,232,Eritrea,20,Energy,16.5876,,
2000,232,Eritrea,70,Transport,20.055,At least half of the indicators in the category have been imputed.,
2000,232,Eritrea,60,Information and Communication Technology (ICT),5.0147,,
2000,232,Eritrea,40,Institutions,37.4534,,
2000,232,Eritrea,80,Private sector,36.5188,At least half of the indicators in the category have been imputed.,
2000,232,Eritrea,10,Structural Change,46.935,At least half of the indicators in the category have been imputed.,
2000,233,Estonia,0,Overall index: Productive capacities index,52.4302,,
2000,233,Estonia,30,Human capital,50.7891,,
2000,233,Estonia,50,Natural capital,34.4128,,
2000,233,Estonia,20,Energy,59.0897,,
2000,233,Estonia,70,Transport,48.2217,,
2000,233,Estonia,60,Information and Communication Technology (ICT),40.2662,,
2000,233,Estonia,40,Institutions,75.4825,,
2000,233,Estonia,80,Private sector,59.2343,At least half of the indicators in the category have been imputed.,
2000,233,Estonia,10,Structural Change,63.6869,,
2000,748,Eswatini,0,Overall index: Productive capacities index,30.1532,,
2000,748,Eswatini,30,Human capital,19.76,,
2000,748,Eswatini,50,Natural capital,49.8386,,
2000,748,Eswatini,20,Energy,18.5176,,
2000,748,Eswatini,70,Transport,37.0685,,
2000,748,Eswatini,60,Information and Communication Technology (ICT),11.652,,
2000,748,Eswatini,40,Institutions,44.1422,,
2000,748,Eswatini,80,Private sector,36.4217,At least half of the indicators in the category have been imputed.,
2000,748,Eswatini,10,Structural Change,53.9654,,
2000,231,Ethiopia,0,Overall index: Productive capacities index,14.9133,,
2000,231,Ethiopia,30,Human capital,5.7494,,
2000,231,Ethiopia,50,Natural capital,75.0111,,
2000,231,Ethiopia,20,Energy,10.4069,,
2000,231,Ethiopia,70,Transport,20.194,,
2000,231,Ethiopia,60,Information and Communication Technology (ICT),1.1277,,
2000,231,Ethiopia,40,Institutions,31.2984,,
2000,231,Ethiopia,80,Private sector,37.8215,,
2000,231,Ethiopia,10,Structural Change,20.2227,,
2000,242,Fiji,0,Overall index: Productive capacities index,41.0944,,
2000,242,Fiji,30,Human capital,33.0192,,
2000,242,Fiji,50,Natural capital,37.6138,,
2000,242,Fiji,20,Energy,44.1231,At least half of the indicators in the category have been imputed.,
2000,242,Fiji,70,Transport,63.407,,
2000,242,Fiji,60,Information and Communication Technology (ICT),18.6627,,
2000,242,Fiji,40,Institutions,54.906,,
2000,242,Fiji,80,Private sector,48.7754,At least half of the indicators in the category have been imputed.,
2000,242,Fiji,10,Structural Change,46.8327,,
2000,246,Finland,0,Overall index: Productive capacities index,59.1601,,
2000,246,Finland,30,Human capital,85.635,,
2000,246,Finland,50,Natural capital,18.0397,,
2000,246,Finland,20,Energy,73.3429,,
2000,246,Finland,70,Transport,62.2077,,
2000,246,Finland,60,Information and Communication Technology (ICT),46.7501,,
2000,246,Finland,40,Institutions,99.1052,,
2000,246,Finland,80,Private sector,68.2635,At least half of the indicators in the category have been imputed.,
2000,246,Finland,10,Structural Change,67.3105,,
2000,251,France,0,Overall index: Productive capacities index,58.0766,,
2000,251,France,30,Human capital,66.3793,,
2000,251,France,50,Natural capital,24.1597,,
2000,251,France,20,Energy,73.6971,,
2000,251,France,70,Transport,53.9127,,
2000,251,France,60,Information and Communication Technology (ICT),38.9662,,
2000,251,France,40,Institutions,83.3541,,
2000,251,France,80,Private sector,66.8978,At least half of the indicators in the category have been imputed.,
2000,251,France,10,Structural Change,93.4801,,
2000,266,Gabon,0,Overall index: Productive capacities index,33.3412,,
2000,266,Gabon,30,Human capital,24.6558,,
2000,266,Gabon,50,Natural capital,35.5113,,
2000,266,Gabon,20,Energy,44.2575,,
2000,266,Gabon,70,Transport,49.1232,,
2000,266,Gabon,60,Information and Communication Technology (ICT),11.3234,,
2000,266,Gabon,40,Institutions,51.4047,,
2000,266,Gabon,80,Private sector,32.4708,At least half of the indicators in the category have been imputed.,
2000,266,Gabon,10,Structural Change,42.4438,,
2000,270,Gambia,0,Overall index: Productive capacities index,24.3405,,
2000,270,Gambia,30,Human capital,17.4795,,
2000,270,Gambia,50,Natural capital,45.5344,,
2000,270,Gambia,20,Energy,20.9929,At least half of the indicators in the category have been imputed.,
2000,270,Gambia,70,Transport,15.8196,At least half of the indicators in the category have been imputed.,
2000,270,Gambia,60,Information and Communication Technology (ICT),10.5688,,
2000,270,Gambia,40,Institutions,47.8544,,
2000,270,Gambia,80,Private sector,28.942,,
2000,270,Gambia,10,Structural Change,31.8436,,
2000,268,Georgia,0,Overall index: Productive capacities index,36.4225,,
2000,268,Georgia,30,Human capital,44.8365,,
2000,268,Georgia,50,Natural capital,35.9112,,
2000,268,Georgia,20,Energy,44.005,,
2000,268,Georgia,70,Transport,30.94,,
2000,268,Georgia,60,Information and Communication Technology (ICT),16.0201,,
2000,268,Georgia,40,Institutions,40.2505,,
2000,268,Georgia,80,Private sector,38.913,At least half of the indicators in the category have been imputed.,
2000,268,Georgia,10,Structural Change,56.304,At least half of the indicators in the category have been imputed.,
2000,276,Germany,0,Overall index: Productive capacities index,62.2185,,
2000,276,Germany,30,Human capital,71.0926,,
2000,276,Germany,50,Natural capital,23.7633,,
2000,276,Germany,20,Energy,76.4978,,
2000,276,Germany,70,Transport,57.1355,,
2000,276,Germany,60,Information and Communication Technology (ICT),44.9412,,
2000,276,Germany,40,Institutions,91.3136,,
2000,276,Germany,80,Private sector,76.3045,At least half of the indicators in the category have been imputed.,
2000,276,Germany,10,Structural Change,97.1273,,
2000,288,Ghana,0,Overall index: Productive capacities index,27.2757,,
2000,288,Ghana,30,Human capital,16.5334,,
2000,288,Ghana,50,Natural capital,53.4526,,
2000,288,Ghana,20,Energy,23.8725,,
2000,288,Ghana,70,Transport,25.0106,,
2000,288,Ghana,60,Information and Communication Technology (ICT),6.4171,,
2000,288,Ghana,40,Institutions,54.6481,,
2000,288,Ghana,80,Private sector,32.5967,At least half of the indicators in the category have been imputed.,
2000,288,Ghana,10,Structural Change,50.7889,At least half of the indicators in the category have been imputed.,
2000,300,Greece,0,Overall index: Productive capacities index,52.8957,,
2000,300,Greece,30,Human capital,53.5007,,
2000,300,Greece,50,Natural capital,31.8674,,
2000,300,Greece,20,Energy,69.5982,,
2000,300,Greece,70,Transport,52.1236,,
2000,300,Greece,60,Information and Communication Technology (ICT),34.5281,,
2000,300,Greece,40,Institutions,73.0269,,
2000,300,Greece,80,Private sector,56.5047,At least half of the indicators in the category have been imputed.,
2000,300,Greece,10,Structural Change,69.5479,,
2000,308,Grenada,0,Overall index: Productive capacities index,48.6733,,
2000,308,Grenada,30,Human capital,45.0411,,
2000,308,Grenada,50,Natural capital,19.2678,,
2000,308,Grenada,20,Energy,66.944,At least half of the indicators in the category have been imputed.,
2000,308,Grenada,70,Transport,86.7356,At least half of the indicators in the category have been imputed.,
2000,308,Grenada,60,Information and Communication Technology (ICT),26.3198,,
2000,308,Grenada,40,Institutions,70.7558,,
2000,308,Grenada,80,Private sector,49.761,At least half of the indicators in the category have been imputed.,
2000,308,Grenada,10,Structural Change,67.4594,,
2000,316,Guam,0,Overall index: Productive capacities index,54.2493,At least half of the indicators in the category have been imputed.,
2000,316,Guam,30,Human capital,42.2216,At least half of the indicators in the category have been imputed.,
2000,316,Guam,50,Natural capital,23.5953,At least half of the indicators in the category have been imputed.,
2000,316,Guam,20,Energy,83.436,At least half of the indicators in the category have been imputed.,
2000,316,Guam,70,Transport,84.6692,All indicators in the category have been imputed.,
2000,316,Guam,60,Information and Communication Technology (ICT),35.2685,,
2000,316,Guam,40,Institutions,69.4138,All indicators in the category have been imputed.,
2000,316,Guam,80,Private sector,86.0725,All indicators in the category have been imputed.,
2000,316,Guam,10,Structural Change,50.584,At least half of the indicators in the category have been imputed.,
2000,320,Guatemala,0,Overall index: Productive capacities index,31.8494,,
2000,320,Guatemala,30,Human capital,24.2059,,
2000,320,Guatemala,50,Natural capital,37.6714,,
2000,320,Guatemala,20,Energy,35.8193,,
2000,320,Guatemala,70,Transport,26.9244,At least half of the indicators in the category have been imputed.,
2000,320,Guatemala,60,Information and Communication Technology (ICT),14.2933,,
2000,320,Guatemala,40,Institutions,41.7863,,
2000,320,Guatemala,80,Private sector,37.9415,,
2000,320,Guatemala,10,Structural Change,53.1293,,
2000,324,Guinea,0,Overall index: Productive capacities index,18.4897,,
2000,324,Guinea,30,Human capital,11.0766,,
2000,324,Guinea,50,Natural capital,60.4382,,
2000,324,Guinea,20,Energy,9.418,At least half of the indicators in the category have been imputed.,
2000,324,Guinea,70,Transport,31.6746,At least half of the indicators in the category have been imputed.,
2000,324,Guinea,60,Information and Communication Technology (ICT),2.2165,,
2000,324,Guinea,40,Institutions,28.7815,,
2000,324,Guinea,80,Private sector,29.9837,At least half of the indicators in the category have been imputed.,
2000,324,Guinea,10,Structural Change,35.7582,,
2000,624,Guinea-Bissau,0,Overall index: Productive capacities index,19.5154,,
2000,624,Guinea-Bissau,30,Human capital,15.7235,,
